,Tax Year,County,Municipality,Zip Code,Property Type,Property Count,Avg Land Value,Avg Bldg. Value,Avg Property Value,Prior Year Tax
5179,2019,UNION,BERKELEY HEIGHTS TWP, 07974,RESIDENTIAL,115,$179309.57,$206560.00,$385869.57,$15767.64
5182,2019,UNION,BERKELEY HEIGHTS TWP,07922,RESIDENTIAL,367,$102375.48,$125157.49,$227532.97,$9096.58
5188,2019,UNION,CLARK TWP, 07066,RESIDENTIAL,1731,$42201.10,$84831.72,$127032.81,$10860.39
5191,2019,UNION,CLARK TWP,07066,RESIDENTIAL,259,$39610.42,$70186.10,$109796.53,$9457.70
5193,2019,UNION,CRANFORD TWP, 07016,RESIDENTIAL,2391,$80322.04,$104542.16,$184864.20,$11857.40
5204,2019,UNION,CRANFORD TWP,07016,RESIDENTIAL,654,$65781.96,$87446.33,$153228.29,$9790.03
5211,2019,UNION,ELIZABETH CITY,07201,RESIDENTIAL,8235,$9633.45,$26194.91,$35647.27,$10163.23
5212,2019,UNION,FANWOOD BORO, 07023,RESIDENTIAL,1312,$32385.21,$53196.65,$85581.86,$12443.11
5223,2019,UNION,FANWOOD BORO,07023,RESIDENTIAL,216,$31303.70,$50296.76,$81600.46,$11890.39
5227,2019,UNION,GARWOOD BORO, 07027,RESIDENTIAL,684,$36631.43,$65344.01,$101975.44,$10080.52
5232,2019,UNION,GARWOOD BORO,07027,RESIDENTIAL,233,$38504.72,$68846.35,$107351.07,$10650.05
5252,2019,UNION,HILLSIDE TWP, 07205,RESIDENTIAL,2788,$53489.85,$69726.36,$123216.21,$9373.87
5261,2019,UNION,HILLSIDE TWP,07205,RESIDENTIAL,971,$49911.12,$71331.41,$121242.53,$9230.82
5264,2019,UNION,KENILWORTH BORO, 07033,RESIDENTIAL,1368,$71618.71,$112307.38,$183926.10,$9009.13
5266,2019,UNION,KENILWORTH BORO,07033,RESIDENTIAL,338,$71905.92,$114342.01,$186247.93,$9121.06
5270,2019,UNION,LINDEN CITY, 07036,RESIDENTIAL,6933,$51212.48,$80689.96,$131902.44,$9074.99
5280,2019,UNION,LINDEN CITY,07036,RESIDENTIAL,1797,$46402.45,$83047.97,$129450.42,$8899.05
5285,2019,UNION,MOUNTAINSIDE BORO, 07092,RESIDENTIAL,2055,$62186.62,$104453.92,$166640.54,$12534.80
5295,2019,UNION,MOUNTAINSIDE BORO,07092,RESIDENTIAL,206,$66618.45,$101600.00,$168218.45,$11539.05
5299,2019,UNION,NEW PROVIDENCE BORO, 07901,RESIDENTIAL,134,$160397.76,$184402.99,$344800.75,$16649.43
5301,2019,UNION,NEW PROVIDENCE BORO, 07974,RESIDENTIAL,1625,$126670.58,$181155.08,$307825.66,$14826.98
5302,2019,UNION,NEW PROVIDENCE BORO,07974,RESIDENTIAL,259,$111301.16,$146581.85,$257883.01,$12347.20
5306,2019,UNION,PLAINFIELD CITY, 07060,RESIDENTIAL,1735,$41392.48,$64772.48,$106164.96,$8726.14
5308,2019,UNION,PLAINFIELD CITY, 07062,RESIDENTIAL,484,$42751.45,$59951.24,$102702.69,$8451.58
5309,2019,UNION,PLAINFIELD CITY, 07063,RESIDENTIAL,277,$34682.31,$60289.17,$94971.48,$7773.81
5328,2019,UNION,PLAINFIELD CITY,07060,RESIDENTIAL,6282,$44659.03,$65328.34,$109987.37,$9023.33
5332,2019,UNION,RAHWAY CITY, 07065,RESIDENTIAL,3983,$55505.07,$79415.67,$134920.74,$9000.44
5343,2019,UNION,RAHWAY CITY,07065,RESIDENTIAL,1307,$46356.92,$76972.92,$123329.84,$8251.18
5345,2019,UNION,ROSELLE BORO,07203,RESIDENTIAL,833,$51670.59,$59891.26,$111561.85,$9220.09
5350,2019,UNION,ROSELLE PARK BORO, 07204,RESIDENTIAL,1851,$110302.22,$144445.87,$254692.38,$10130.41
5358,2019,UNION,ROSELLE PARK BORO,07203,RESIDENTIAL,509,$102490.77,$129966.80,$232359.33,$9248.34
5370,2019,UNION,SCOTCH PLAINS TWP, 07076,RESIDENTIAL,4439,$37384.52,$88947.80,$126332.33,$13840.33
5386,2019,UNION,SCOTCH PLAINS TWP,07076,RESIDENTIAL,659,$31015.17,$70036.27,$101051.44,$11069.13
5391,2019,UNION,SPRINGFIELD TWP, 07081,RESIDENTIAL,1578,$62230.16,$103977.38,$166207.54,$11779.61
5398,2019,UNION,SPRINGFIELD TWP,07081,RESIDENTIAL,582,$52231.44,$82979.73,$135211.17,$9557.65
5412,2019,UNION,SUMMIT CITY, 07901,RESIDENTIAL,2349,$204665.56,$255758.28,$460423.84,$19951.34
5426,2019,UNION,SUMMIT CITY,07901,RESIDENTIAL,1021,$126247.11,$150575.91,$276823.02,$11982.24
5438,2019,UNION,UNION TWP, 07083,RESIDENTIAL,12222,$18885.80,$28087.73,$46973.52,$9084.39
5440,2019,UNION,UNION TWP, 07088,RESIDENTIAL,670,$10076.27,$21049.85,$31126.12,$6008.96
5454,2019,UNION,UNION TWP,07083,RESIDENTIAL,1318,$16550.15,$27871.62,$44421.78,$8599.37
5468,2019,UNION,WESTFIELD TOWN, 07090,RESIDENTIAL,6769,$477321.30,$348230.52,$825551.82,$17561.25
5480,2019,UNION,WESTFIELD TOWN,07090,RESIDENTIAL,930,$409098.06,$281357.42,$690455.48,$14343.60
5482,2019,UNION,WINFIELD TWP,07036,RESIDENTIAL,687,$0.00,$18417.90,$18417.90,$3536.87
5485,2019,WARREN,ALLAMUCHY TWP, 07838,RESIDENTIAL,112,$68440.18,$105325.00,$173765.18,$5925.18
5486,2019,WARREN,ALLAMUCHY TWP, 07840,RESIDENTIAL,1526,$70635.32,$174551.90,$245187.22,$8302.00
5488,2019,WARREN,ALLAMUCHY TWP,07820,RESIDENTIAL,473,$63871.04,$123459.62,$187330.66,$6379.38
5489,2019,WARREN,ALPHA BORO, 08865,RESIDENTIAL,534,$68061.42,$116969.66,$185031.09,$5918.13
5490,2019,WARREN,ALPHA BORO,08865,RESIDENTIAL,191,$65314.66,$110214.66,$175529.32,$5622.73
5491,2019,WARREN,BELVIDERE TOWN, 07823,RESIDENTIAL,649,$38388.14,$86574.27,$124962.40,$7245.22
5493,2019,WARREN,BELVIDERE TOWN,07823,RESIDENTIAL,181,$33167.96,$72000.13,$105168.09,$6141.86
5496,2019,WARREN,BLAIRSTOWN TWP, 07825,RESIDENTIAL,949,$104233.09,$207168.28,$311401.37,$7172.66
5497,2019,WARREN,BLAIRSTOWN TWP, 07832,RESIDENTIAL,192,$101166.15,$183562.50,$284728.65,$6542.84
5500,2019,WARREN,BLAIRSTOWN TWP,07825,RESIDENTIAL,445,$91283.60,$167322.70,$258606.29,$5979.08
5501,2019,WARREN,FRANKLIN TWP,07416,RESIDENTIAL,966,$100411.08,$196875.26,$297286.34,$8753.40
5503,2019,WARREN,FRELINGHUYSEN TWP, 07821,RESIDENTIAL,111,$103557.66,$255936.94,$359494.59,$8782.03
5504,2019,WARREN,FRELINGHUYSEN TWP, 07825,RESIDENTIAL,258,$96862.40,$216700.00,$313562.40,$7643.31
5508,2019,WARREN,FRELINGHUYSEN TWP, 07860,RESIDENTIAL,118,$103086.44,$225320.34,$328406.78,$8027.95
5510,2019,WARREN,FRELINGHUYSEN TWP,07458,RESIDENTIAL,118,$83900.00,$169740.68,$253640.68,$6086.21
5512,2019,WARREN,GREENWICH TWP,08323,RESIDENTIAL,1757,$55206.43,$217706.08,$272912.52,$8807.48
5513,2019,WARREN,HACKETTSTOWN TOWN, 07840,RESIDENTIAL,2021,$108530.88,$170836.82,$279367.69,$8426.74
5516,2019,WARREN,HACKETTSTOWN TOWN,07840,RESIDENTIAL,347,$100876.95,$156311.38,$257188.33,$7820.67
5519,2019,WARREN,HARDWICK TWP, 07825,RESIDENTIAL,367,$67150.95,$182811.85,$249962.81,$7913.40
5524,2019,WARREN,HARMONY TWP, 08865,RESIDENTIAL,469,$62207.04,$151362.26,$213569.30,$5297.62
5526,2019,WARREN,HARMONY TWP,08865,RESIDENTIAL,322,$57111.18,$125899.69,$183010.87,$4534.21
5528,2019,WARREN,HOPE TWP, 07825,RESIDENTIAL,293,$48507.51,$207081.23,$255588.74,$7294.88
5532,2019,WARREN,HOPE TWP,07423,RESIDENTIAL,298,$47574.16,$184238.59,$231812.75,$6640.01
5535,2019,WARREN,INDEPENDENCE TWP, 07838,RESIDENTIAL,177,$82225.42,$188951.41,$271176.84,$8964.83
5536,2019,WARREN,INDEPENDENCE TWP, 07840,RESIDENTIAL,1387,$65028.41,$166138.14,$231166.55,$7649.90
5538,2019,WARREN,INDEPENDENCE TWP,07205,RESIDENTIAL,323,$59603.72,$133971.83,$193575.54,$6371.63
5541,2019,WARREN,KNOWLTON TWP, 07832,RESIDENTIAL,516,$56307.17,$170851.74,$227158.91,$7827.88
5543,2019,WARREN,KNOWLTON TWP,07832,RESIDENTIAL,295,$48320.68,$114832.88,$163153.56,$5642.59
5544,2019,WARREN,LIBERTY TWP, 07823,RESIDENTIAL,201,$65891.04,$108295.52,$174186.57,$5247.01
5545,2019,WARREN,LIBERTY TWP, 07838,RESIDENTIAL,498,$85282.13,$183142.97,$268425.10,$8099.93
5547,2019,WARREN,LIBERTY TWP,07938,RESIDENTIAL,233,$66432.19,$104904.72,$171336.91,$5181.93
5550,2019,WARREN,LOPATCONG TWP, 08865,RESIDENTIAL,1718,$87273.34,$161012.77,$248286.12,$7284.87
5551,2019,WARREN,LOPATCONG TWP, 08886,RESIDENTIAL,384,$69162.24,$145374.28,$214536.52,$6305.19
5552,2019,WARREN,LOPATCONG TWP,08004,RESIDENTIAL,761,$77869.91,$124874.64,$202744.55,$5988.63
5554,2019,WARREN,MANSFIELD TWP, 07840,RESIDENTIAL,838,$82413.60,$165415.63,$247829.24,$8323.95
5555,2019,WARREN,MANSFIELD TWP, 07863,RESIDENTIAL,157,$100412.74,$141410.83,$241823.57,$8103.54
5556,2019,WARREN,MANSFIELD TWP, 07865,RESIDENTIAL,361,$76073.13,$142253.46,$218326.59,$7281.13
5559,2019,WARREN,MANSFIELD TWP,08022,RESIDENTIAL,324,$70547.22,$118732.41,$189279.63,$6265.94
5561,2019,WARREN,OXFORD TWP, 07863,RESIDENTIAL,624,$45220.51,$129402.24,$174622.76,$6981.18
5562,2019,WARREN,OXFORD TWP,07863,RESIDENTIAL,202,$38878.22,$94789.11,$133667.33,$5378.56
5565,2019,WARREN,PHILLIPSBURG TOWN, 08865,RESIDENTIAL,2286,$31262.34,$90132.33,$121394.66,$4800.67
5566,2019,WARREN,PHILLIPSBURG TOWN,08865,RESIDENTIAL,1709,$23576.07,$71620.25,$95196.31,$3780.88
5569,2019,WARREN,POHATCONG TWP, 08865,RESIDENTIAL,611,$64731.26,$110048.31,$174779.57,$6649.46
5570,2019,WARREN,POHATCONG TWP,08004,RESIDENTIAL,335,$58247.76,$94769.25,$153017.01,$5826.29
5572,2019,WARREN,WASHINGTON BORO, 07882,RESIDENTIAL,1303,$43503.76,$105481.35,$148985.11,$7691.69
5575,2019,WARREN,WASHINGTON BORO,07882,RESIDENTIAL,705,$39008.23,$92891.63,$131899.86,$6818.94
5579,2019,WARREN,WASHINGTON TWP, 07882,RESIDENTIAL,1581,$69295.95,$175459.18,$244755.13,$8761.16
5584,2019,WARREN,WASHINGTON TWP,07882,RESIDENTIAL,480,$74158.54,$164116.67,$238275.21,$8539.47
5586,2019,WARREN,WHITE TWP, 07823,RESIDENTIAL,1098,$99027.69,$163141.35,$262169.03,$5340.78
5589,2019,WARREN,WHITE TWP, 07863,RESIDENTIAL,140,$98425.00,$156455.71,$254880.71,$5222.99
5593,2019,WARREN,WHITE TWP,08083,RESIDENTIAL,227,$98336.12,$128749.78,$227085.90,$4628.18
